symbol,date,returns
bvfed,2014-02-01,0
bvfed,2014-03-01,-0.004111512234255876
bvfed,2014-04-01,-0.023159802638203608
bvfed,2014-05-01,0.014740748376456114
bvfed,2014-06-01,-0.001219016659894323
bvfed,2014-07-01,0.02430838079739628
bvfed,2014-08-01,0.0479594876377718
bvfed,2014-09-01,-0.028804244836081128
bvfed,2014-10-01,-0.003804878048780491
bvfed,2014-11-01,-0.03447262755851532
bvfed,2014-12-01,-0.009940156202454586
bvfed,2015-01-01,0.010142403442270354
bvfed,2015-02-01,-0.022008113590263667
bvfed,2015-03-01,0.07051747381520279
bvfed,2015-04-01,-0.08786205560399107
bvfed,2015-05-01,0.004141886151231899
bvfed,2015-06-01,0.020729772607086305
bvfed,2015-07-01,0.06413843125064767
bvfed,2015-08-01,0.023076923076922995
bvfed,2015-09-01,-0.07328447701532315
bvfed,2015-10-01,0.021669918866180637
bvfed,2015-11-01,0.01879774829111369
bvfed,2015-12-01,-0.009472126295017258
bvfed,2016-01-01,-0.0020918418169140196
bvfed,2016-02-01,-0.03274106608105409
bvfed,2016-03-01,0.03209494324045403
bvfed,2016-04-01,0.00619938006199372
bvfed,2016-05-01,0.018384179668091027
bvfed,2016-06-01,0.013856362217018026
bvfed,2016-07-01,0.044273339749759444
bvfed,2016-08-01,8.294930875576423e-4
bvfed,2016-09-01,0.05295146882770063
bvfed,2016-10-01,0.008658387266048617
bvfed,2016-11-01,-0.028353420619093073
bvfed,2016-12-01,-0.028377654827770882
bvfed,2017-01-01,0.03370683321087431
bvfed,2017-02-01,0.030297645490892977
bvfed,2017-03-01,0.01112452569851663
bvfed,2017-04-01,0.04477611940298498
bvfed,2017-05-01,-0.00457142857142856
bvfed,2017-06-01,0.038051500738067956
bvfed,2017-07-01,0.06659819876757789
bvfed,2017-08-01,-0.01473964891489521
bvfed,2017-09-01,0.012328973086753958
bvfed,2017-10-01,0.025174513589781622
bvfed,2017-11-01,0.038609199565374785
bvfed,2017-12-01,0.10461710140884373
bvfed,2018-01-01,0.06320242454855407
bvfed,2018-02-01,0.07749866381614101
bvfed,2018-03-01,0.01780202821869481
bvfed,2018-04-01,0.053717441923430975
bvfed,2018-05-01,-0.16270106377511695
bvfed,2018-06-01,-2.455042042595057e-4
bvfed,2018-07-01,-0.11025845662717171
bvfed,2018-08-01,0.04995515076243695
bvfed,2018-09-01,0.00933166852861933
bvfed,2018-10-01,0.04967771339279903
bvfed,2018-11-01,-0.08417069842451308
bvfed,2018-12-01,0.024720623095157546
bvfed,2019-01-01,-0.06596166556510241
bvfed,2019-02-01,0.006510048117746914
bvfed,2019-03-01,0.06692913385826782
bvfed,2019-04-01,-0.02299683711122824
bvfed,2019-05-01,-0.01800768867606395
bvfed,2019-06-01,-0.020947802197802234
bvfed,2019-07-01,0.0016134689582603112
bvfed,2019-08-01,0.011766353831068832
bvfed,2019-09-01,0.002976602519728644
bvfed,2019-10-01,0.03278349092414934
bvfed,2019-11-01,0.022186581128040617
bvfed,2019-12-01,-0.04864016736401677
bvfed,2020-01-01,-0.010101704233095088
bvfed,2020-02-01,-0.036237417563346086
bvfed,2020-03-01,-0.009436000864366467
bvfed,2020-04-01,-0.2362565445026178
bvfed,2020-05-01,0.14072169856231542
bvfed,2020-06-01,0.12953843585677327
bvfed,2020-07-01,-0.04293209192344638
bvfed,2020-08-01,0.004786905497220495
bvfed,2020-09-01,0.05417242969110192
bvfed,2020-10-01,0.025439171951308515
bvfed,2020-11-01,0.03717657094114313
bvfed,2020-12-01,0.056061956000274193
bvfed,2021-01-01,0.10007138685183992
bvfed,2021-02-01,0.012506636776591362
bvfed,2021-03-01,0.054943774398415135
bvfed,2021-04-01,0.04131227217496969
bvfed,2021-05-01,0.057388352604221815
bvfed,2021-06-01,0.09415128410914919
bvfed,2021-07-01,0.0217760051345528
bvfed,2021-08-01,-0.025394831299353937
bvfed,2021-09-01,-0.020808397016849223
bvfed,2021-10-01,0.02472966619652084
bvfed,2021-11-01,0.05923105156909525
bvfed,2021-12-01,0.01399055745657729
bvfed,2022-01-01,0.0071764203331909915
bvfed,2022-02-01,0.028585969972007907
bvfed,2022-03-01,-0.039831766452251394
bvfed,2022-04-01,0.03933694065103488
bvfed,2022-05-01,-0.10503264193041895
bvfed,2022-06-01,-0.050646352723915045
bvfed,2022-07-01,-0.0835481204104459
bvfed,2022-08-01,0.055611568055186966
bvfed,2022-09-01,-0.01020459458100842
bvfed,2022-10-01,-0.1327577450482479
bvfed,2022-11-01,-0.07782853127196065
bvfed,2022-12-01,0.04184924112529376
bvfed,2023-01-01,0.03193953431671348
bvfed,2023-02-01,0.04760779681039584
bvpf,2017-01-01,0
bvpf,2017-02-01,0.0037992401519695296
bvpf,2017-03-01,-4.980079681274896e-4
bvpf,2017-04-01,0.006078724464374741
bvpf,2017-05-01,3.961965134706702e-4
bvpf,2017-06-01,0.008613861386138622
bvpf,2017-07-01,0.008540296456267749
bvpf,2017-08-01,-8.759976640062561e-4
bvpf,2017-09-01,0.001071602532878746
bvpf,2017-10-01,0.0036979369404437357
bvpf,2017-11-01,-0.021330230754314505
bvpf,2017-12-01,0.11333465425004952
bvpf,2018-01-01,0.03390282968499725
bvpf,2018-02-01,0.034770634305878234
bvpf,2018-03-01,0.025617566331198605
bvpf,2018-04-01,0.026275241261860316
bvpf,2018-05-01,-0.08810746740418807
bvpf,2018-06-01,-0.01109185441941074
bvpf,2018-07-01,-0.0781633368384157
bvpf,2018-08-01,0.05674904942965786
bvpf,2018-09-01,0.034721597553296846
bvpf,2018-10-01,-8.693384334521603e-4
bvpf,2018-11-01,-0.0677803880622988
bvpf,2018-12-01,0.012880343475826006
bvpf,2019-01-01,-0.04330998894213045
bvpf,2019-02-01,0.04921980350606825
bvpf,2019-03-01,0.04342238134581833
bvpf,2019-04-01,6.158718986450928e-4
bvpf,2019-05-01,-0.010903015914886183
bvpf,2019-06-01,-0.00871188550093338
bvpf,2019-07-01,0.013362030311182771
bvpf,2019-08-01,0.006194690265486802
bvpf,2019-09-01,-0.0010554089709762238
bvpf,2019-10-01,5.282620179609676e-4
bvpf,2019-11-01,0.02199929602252726
bvpf,2019-12-01,-0.013001549853624894
bvpf,2020-01-01,0.004274622699118824
bvpf,2020-02-01,-0.046733842946490634
bvpf,2020-03-01,0.002278111900856583
bvpf,2020-04-01,-0.15365033184834986
bvpf,2020-05-01,0.08421957245676226
bvpf,2020-06-01,0.08025364113742195
bvpf,2020-07-01,-0.020086214803265112
bvpf,2020-08-01,-0.008143017596405788
bvpf,2020-09-01,0.07143531188072094
bvpf,2020-10-01,0.021754447771710428
bvpf,2020-11-01,0.03353159210412904
bvpf,2020-12-01,0.047706422018348515
bvpf,2021-01-01,0.06559465053335467
bvpf,2021-02-01,-0.027416704019124438
bvpf,2021-03-01,0.08710346416775483
bvpf,2021-04-01,0.01582703313785072
bvpf,2021-05-01,0.01641510746330943
bvpf,2021-06-01,0.0687059467597344
bvpf,2021-07-01,0.027021835179611875
bvpf,2021-08-01,-0.01727040339173269
bvpf,2021-09-01,0.016368481157213566
bvpf,2021-10-01,0.014856429463171006
bvpf,2021-11-01,0.05062123262393903
bvpf,2021-12-01,0.004215209882325377
bvpf,2022-01-01,0.010143998134437116
bvpf,2022-02-01,0.012927800542505974
bvpf,2022-03-01,0.0043872144037375715
bvpf,2022-04-01,0.01367143181302466
bvpf,2022-05-01,-0.05059040796910852
bvpf,2022-06-01,-0.017565576186265863
bvpf,2022-07-01,-0.045719085618287636
bvpf,2022-08-01,0.014712354605469935
bvpf,2022-09-01,0.019208129376045546
bvpf,2022-10-01,-0.09325794881147786
bvpf,2022-11-01,-0.011867247737177289
bvpf,2022-12-01,0.006717329352693646
bvpf,2023-01-01,0.0031677562849632412
bvpf,2023-02-01,0.0524052674012363
dcbc,2014-01-01,0
dcbc,2014-02-01,0.11245122383824047
dcbc,2014-03-01,0.023278061224489832
dcbc,2014-04-01,0.0484055261244416
dcbc,2014-05-01,-0.01456454968790255
dcbc,2014-06-01,-0.06314096119042834
dcbc,2014-07-01,0.04142519854045923
dcbc,2014-08-01,0.052246496290189626
dcbc,2014-09-01,0.06747625110175304
dcbc,2014-10-01,-0.014311926605504621
dcbc,2014-11-01,-0.03778853313477293
dcbc,2014-12-01,-0.07477268330431419
dcbc,2015-01-01,-0.05729221118661787
dcbc,2015-02-01,0.009093933680825117
dcbc,2015-03-01,0.049785690735245636
dcbc,2015-04-01,-0.057160804020100486
dcbc,2015-05-01,0.010881634465911505
dcbc,2015-06-01,0.04778119507908607
dcbc,2015-07-01,0.09833315861201375
dcbc,2015-08-01,-0.009353822659158184
dcbc,2015-09-01,-0.04364582329704214
dcbc,2015-10-01,0.01873866612935715
dcbc,2015-11-01,0.06882911392405067
dcbc,2015-12-01,-0.025629163582531422
dcbc,2016-01-01,0.02184028107492164
dcbc,2016-02-01,-0.05166806058916462
dcbc,2016-03-01,0.047721705046545715
dcbc,2016-04-01,7.482229704451893e-4
dcbc,2016-05-01,0.04327102803738314
dcbc,2016-06-01,0.028218220908357905
dcbc,2016-07-01,0.06203171284195852
dcbc,2016-08-01,0.01780147662018039
dcbc,2016-09-01,0.049004594180704464
dcbc,2016-10-01,0.010295812524010683
dcbc,2016-11-01,-0.03163738687352646
dcbc,2016-12-01,-0.0033770517552815793
dcbc,2017-01-01,-0.013081166272655653
dcbc,2017-02-01,0.028345576493133073
dcbc,2017-03-01,0.02251727618603927
dcbc,2017-04-01,0.03811982686612492
dcbc,2017-05-01,-0.009216589861751112
dcbc,2017-06-01,0.042229605020302596
dcbc,2017-07-01,0.05454416660763628
dcbc,2017-08-01,-0.003963189359844188
dcbc,2017-09-01,0.017534394388993846
dcbc,2017-10-01,0.027372746553552485
dcbc,2017-11-01,0.012644345526095169
dcbc,2017-12-01,0.13117156144486208
dcbc,2018-01-01,0.03125703987384543
dcbc,2018-02-01,0.08797990279067225
dcbc,2018-03-01,0.027155908041361254
dcbc,2018-04-01,0.062454185603284085
dcbc,2018-05-01,-0.0907961915275286
dcbc,2018-06-01,-0.05276470885819806
dcbc,2018-07-01,-0.06254005554368725
dcbc,2018-08-01,-0.012020737195920894
dcbc,2018-09-01,0.03915350017299035
dcbc,2018-10-01,0.026635591809555548
dcbc,2018-11-01,-0.10896708286038592
dcbc,2018-12-01,-0.0062481043372762946
dcbc,2019-01-01,-0.012818947625442556
dcbc,2019-02-01,-0.005998021271333198
dcbc,2019-03-01,0.056360808709175814
dcbc,2019-04-01,2.9444673458578485e-4
dcbc,2019-05-01,-0.0012951842693983417
dcbc,2019-06-01,-0.019099269040320666
dcbc,2019-07-01,0.012439903846153788
dcbc,2019-08-01,0.04202528640113967
dcbc,2019-09-01,0.003019082882369739
dcbc,2019-10-01,0.031122217174011757
dcbc,2019-11-01,0.007270323859881023
dcbc,2019-12-01,-0.04598643919510059
dcbc,2020-01-01,0.0049865306356393635
dcbc,2020-02-01,-0.02634880803011297
dcbc,2020-03-01,-0.03368088097469546
dcbc,2020-04-01,-0.2641692428926471
dcbc,2020-05-01,0.14498723123815793
dcbc,2020-06-01,0.1504424778761062
dcbc,2020-07-01,-0.03996247654784235
dcbc,2020-08-01,-0.056998241156927865
dcbc,2020-09-01,0.14074103241084224
dcbc,2020-10-01,0.03788016876001832
dcbc,2020-11-01,5.239536680259338e-4
dcbc,2020-12-01,0.11213792942576051
dcbc,2021-01-01,0.08333302745606774
dcbc,2021-02-01,-0.04626075626111448
dcbc,2021-03-01,0.155775563823346
dcbc,2021-04-01,0.015488000224820109
dcbc,2021-05-01,0.05884812561185271
dcbc,2021-06-01,0.1289612670664091
dcbc,2021-07-01,0.04932473297508144
dcbc,2021-08-01,-0.06240899363506991
dcbc,2021-09-01,0.002266665784266264
dcbc,2021-10-01,0.01594266217513529
dcbc,2021-11-01,0.06652406463453953
dcbc,2021-12-01,0.031232860572918852
dcbc,2022-01-01,-0.005852653129431062
dcbc,2022-02-01,-0.04525184089781775
dcbc,2022-03-01,0.030554322850749882
dcbc,2022-04-01,0.019006534429688138
dcbc,2022-05-01,-0.09838778845602769
