time,open,high,low,close,"VN100TRI, HOSE: Open","VN100TRI, HOSE: High","VN100TRI, HOSE: Low","VN100TRI, HOSE: Close","VN30TRI, HOSE: Open","VN30TRI, HOSE: High","VN30TRI, HOSE: Low","VN30TRI, HOSE: Close","VNMIDCAPTRI, HOSE: Open","VNMIDCAPTRI, HOSE: High","VNMIDCAPTRI, HOSE: Low","VNMIDCAPTRI, HOSE: Close",Volume,Volume MA,RSI,K,D
2016-05-16T09:00:00+07:00,766.97998,766.97998,766.97998,766.97998,610.78003,610.78003,610.78003,610.78003,629.48999,629.48999,629.48999,629.48999,786.62,786.62,786.62,786.62,NaN,NaN,52.859176031779384,8.263451504855182,13.179783574816213
2016-05-17T09:00:00+07:00,772.78998,772.78998,772.78998,772.78998,616.89001,616.89001,616.89001,616.89001,637.42999,637.42999,637.42999,637.42999,791.69,791.69,791.69,791.69,NaN,NaN,57.188762805220584,7.136022537899316,10.408040396247594
2016-05-18T09:00:00+07:00,771.23999,771.23999,771.23999,771.23999,616.90002,616.90002,616.90002,616.90002,638.44,638.44,638.44,638.44,791.67999,791.67999,791.67999,791.67999,NaN,NaN,55.718529118137596,11.228813438281742,8.87609582701207
2016-05-19T09:00:00+07:00,775.58002,775.58002,775.58002,775.58002,615.08002,615.08002,615.08002,615.08002,635.59003,635.59003,635.59003,635.59003,792.37,792.37,792.37,792.37,NaN,NaN,58.90434105528396,20.671100002973205,13.011978659718077
2016-05-20T09:00:00+07:00,781.19,781.19,781.19,781.19,611.28998,611.28998,611.28998,611.28998,630.75,630.75,630.75,630.75,792.65997,792.65997,792.65997,792.65997,NaN,NaN,62.64540705454711,29.194142547450696,20.364685329568537
2016-05-23T09:00:00+07:00,781.09003,781.09003,781.09003,781.09003,611.21997,611.21997,611.21997,611.21997,629.46002,629.46002,629.46002,629.46002,795.60999,795.60999,795.60999,795.60999,NaN,NaN,62.536156495043585,39.84298193127822,29.902741493900695
2016-05-24T09:00:00+07:00,783.84998,783.84998,783.84998,783.84998,612.09003,612.09003,612.09003,612.09003,629.63,629.63,629.63,629.63,799.87,799.87,799.87,799.87,NaN,NaN,64.38291057256862,50.075328138357776,39.70415087236222
2016-05-25T09:00:00+07:00,785.08002,785.08002,785.08002,785.08002,610.81,610.81,610.81,610.81,627.70001,627.70001,627.70001,627.70001,800.84003,800.84003,800.84003,800.84003,NaN,NaN,65.20610512276482,65.55633652919248,51.824882199609476
2016-05-26T09:00:00+07:00,782.09003,782.09003,782.09003,782.09003,604.90002,604.90002,604.90002,604.90002,621.97998,621.97998,621.97998,621.97998,794.26001,794.26001,794.26001,794.26001,NaN,NaN,61.48599779602988,73.73137166909693,63.121012112215716
2016-05-27T09:00:00+07:00,785.38,785.38,785.38,785.38,609.54999,609.54999,609.54999,609.54999,627.39001,627.39001,627.39001,627.39001,797.44,797.44,797.44,797.44,NaN,NaN,63.92483294783405,83.93098761269746,74.40623193699561
2016-05-30T09:00:00+07:00,788.58002,788.58002,788.58002,788.58002,615.08002,615.08002,615.08002,615.08002,633.27002,633.27002,633.27002,633.27002,802.83002,802.83002,802.83002,802.83002,NaN,NaN,66.16884923093914,86.49764254520244,81.3866672756656
2016-05-31T09:00:00+07:00,789.65997,789.65997,789.65997,789.65997,616.54999,616.54999,616.54999,616.54999,634.08002,634.08002,634.08002,634.08002,809.57001,809.57001,809.57001,809.57001,NaN,NaN,66.91677943678081,96.54091538203822,88.98984851331271
2016-06-01T09:00:00+07:00,796.31,796.31,796.31,796.31,618.46997,618.46997,618.46997,618.46997,636.35999,636.35999,636.35999,636.35999,810.71997,810.71997,810.71997,810.71997,NaN,NaN,71.14680381400446,100,94.34618597574688
2016-06-02T09:00:00+07:00,809.39001,809.39001,809.39001,809.39001,620.53998,620.53998,620.53998,620.53998,638.21002,638.21002,638.21002,638.21002,815.17999,815.17999,815.17999,815.17999,NaN,NaN,77.29586935248281,100,98.84697179401273
2016-06-03T09:00:00+07:00,809.40002,809.40002,809.40002,809.40002,622.19,622.19,622.19,622.19,639.02002,639.02002,639.02002,639.02002,819.98999,819.98999,819.98999,819.98999,NaN,NaN,77.29985642818829,100,99.99999999999999
2016-06-06T09:00:00+07:00,804.78003,804.78003,804.78003,804.78003,620.21002,620.21002,620.21002,620.21002,636.78998,636.78998,636.78998,636.78998,820.82001,820.82001,820.82001,820.82001,NaN,NaN,71.09436177102248,90.41533363848318,96.8051112128277
2016-06-07T09:00:00+07:00,810.87,810.87,810.87,810.87,626.20001,626.20001,626.20001,626.20001,642.07001,642.07001,642.07001,642.07001,830.95001,830.95001,830.95001,830.95001,NaN,NaN,74.05148259068709,84.52916379101066,91.64816580983126
2016-06-08T09:00:00+07:00,816.78003,816.78003,816.78003,816.78003,631.28003,631.28003,631.28003,631.28003,648.33002,648.33002,648.33002,648.33002,835.01001,835.01001,835.01001,835.01001,NaN,NaN,76.55784180095084,82.96510396960709,85.96986713303362
2016-06-09T09:00:00+07:00,824.96997,824.96997,824.96997,824.96997,632.16998,632.16998,632.16998,632.16998,648.91998,648.91998,648.91998,648.91998,837.79999,837.79999,837.79999,837.79999,NaN,NaN,79.51124090646118,92.54977033112391,86.68134603058053
2016-06-10T09:00:00+07:00,828.71002,828.71002,828.71002,828.71002,631.60999,631.60999,631.60999,631.60999,647.48999,647.48999,647.48999,647.48999,841.34003,841.34003,841.34003,841.34003,NaN,NaN,80.70664223912324,98.43594017859643,91.31693815977577
2016-06-13T09:00:00+07:00,827.42999,827.42999,827.42999,827.42999,624.46997,624.46997,624.46997,624.46997,639.75,639.75,639.75,639.75,833.90002,833.90002,833.90002,833.90002,NaN,NaN,79.00763754435351,97.05350723315587,96.0130725809587
2016-06-14T09:00:00+07:00,833.73999,833.73999,833.73999,833.73999,628.27002,628.27002,628.27002,628.27002,643.46002,643.46002,643.46002,643.46002,839.01001,839.01001,839.01001,839.01001,NaN,NaN,81.11786947229649,97.05350723315587,97.51431821496936
2016-06-15T09:00:00+07:00,839.25,839.25,839.25,839.25,628.96002,628.96002,628.96002,628.96002,642.26001,642.26001,642.26001,642.26001,846.83002,846.83002,846.83002,846.83002,NaN,NaN,82.7486642502414,97.05350723315587,97.05350723315586
2016-06-16T09:00:00+07:00,843.31,843.31,843.31,843.31,628.41998,628.41998,628.41998,628.41998,640.56,640.56,640.56,640.56,849.76001,849.76001,849.76001,849.76001,NaN,NaN,83.8551376867778,100,98.03567148877056
2016-06-17T09:00:00+07:00,839.75,839.75,839.75,839.75,622.53998,622.53998,622.53998,622.53998,633.57001,633.57001,633.57001,633.57001,845.16998,845.16998,845.16998,845.16998,NaN,NaN,79.06642256882225,90.57619192431396,95.87656638582325
2016-06-20T09:00:00+07:00,847.40997,847.40997,847.40997,847.40997,631.67999,631.67999,631.67999,631.67999,642.25,642.25,642.25,642.25,860.54999,860.54999,860.54999,860.54999,NaN,NaN,81.51279381794548,84.45758836317184,91.67792676249525
2016-06-21T09:00:00+07:00,852.09998,852.09998,852.09998,852.09998,634.39001,634.39001,634.39001,634.39001,645.10999,645.10999,645.10999,645.10999,862.47998,862.47998,862.47998,862.47998,NaN,NaN,82.8354379831005,81.79395800503585,85.6092460975072
2016-06-22T09:00:00+07:00,857.60999,857.60999,857.60999,857.60999,632.96997,632.96997,632.96997,632.96997,642.23999,642.23999,642.23999,642.23999,867.87,867.87,867.87,867.87,NaN,NaN,84.26017568775086,91.21776608072189,85.82310414964319
2016-06-23T09:00:00+07:00,864.40997,864.40997,864.40997,864.40997,637.56,637.56,637.56,637.56,644.63,644.63,644.63,644.63,881.81,881.81,881.81,881.81,NaN,NaN,85.82402551402214,97.33636964186401,90.11603124254056
2016-06-24T09:00:00+07:00,851.10999,851.10999,851.10999,851.10999,626.34998,626.34998,626.34998,626.34998,630.41998,630.41998,630.41998,630.41998,876.66998,876.66998,876.66998,876.66998,NaN,NaN,70.97130546163999,66.66666666666667,85.07360079641751
2016-06-27T09:00:00+07:00,846.54999,846.54999,846.54999,846.54999,627.15002,627.15002,627.15002,627.15002,632.20001,632.20001,632.20001,632.20001,871.46997,871.46997,871.46997,871.46997,NaN,NaN,66.70867238883658,33.333333333333336,65.77878988062132
2016-06-28T09:00:00+07:00,850.96997,850.96997,850.96997,850.96997,627.76001,627.76001,627.76001,627.76001,632.25,632.25,632.25,632.25,873.70001,873.70001,873.70001,873.70001,NaN,NaN,68.6727454427485,3.4249485933275623,34.4749828644425
2016-06-29T09:00:00+07:00,867.79999,867.79999,867.79999,867.79999,635.71997,635.71997,635.71997,635.71997,639.53998,639.53998,639.53998,639.53998,890.40002,890.40002,890.40002,890.40002,NaN,NaN,74.7751854218449,17.491325814090192,18.083202580250344
2016-06-30T09:00:00+07:00,869.92999,869.92999,869.92999,869.92999,637.07001,637.07001,637.07001,637.07001,639.95001,639.95001,639.95001,639.95001,891.44,891.44,891.44,891.44,NaN,NaN,75.42757769081788,32.69534400979847,17.870539472405387
2016-07-01T09:00:00+07:00,882.60999,882.60999,882.60999,882.60999,641.78998,641.78998,641.78998,641.78998,644.63,644.63,644.63,644.63,894.67999,894.67999,894.67999,894.67999,NaN,NaN,78.92240839301112,50.56869583531461,33.58512188640107
2016-07-04T09:00:00+07:00,893.32001,893.32001,893.32001,893.32001,648.60999,648.60999,648.60999,648.60999,652.07001,652.07001,652.07001,652.07001,903.23999,903.23999,903.23999,903.23999,NaN,NaN,81.33686045312291,62.01093807955655,48.42499264155652
2016-07-05T09:00:00+07:00,892.96997,892.96997,892.96997,892.96997,650.67999,650.67999,650.67999,650.67999,654.84998,654.84998,654.84998,654.84998,905.21997,905.21997,905.21997,905.21997,NaN,NaN,81.0102353410355,71.74597081067596,61.44186824184902
2016-07-06T09:00:00+07:00,901.84998,901.84998,901.84998,901.84998,651.76001,651.76001,651.76001,651.76001,654.76001,654.76001,654.76001,654.76001,912.06,912.06,912.06,912.06,NaN,NaN,82.88761914636822,78.6605012885055,70.80580339291265
2016-07-07T09:00:00+07:00,915.52002,915.52002,915.52002,915.52002,662.39001,662.39001,662.39001,662.39001,663.34003,663.34003,663.34003,663.34003,933.87,933.87,933.87,933.87,NaN,NaN,85.29735752830058,85.56681205912106,78.65776138610083
2016-07-08T09:00:00+07:00,915.37,915.37,915.37,915.37,661.69,661.69,661.69,661.69,662.34998,662.34998,662.34998,662.34998,933.56,933.56,933.56,933.56,NaN,NaN,85.15563564595892,92.79555689366218,85.67429008042957
2016-07-11T09:00:00+07:00,893.03998,893.03998,893.03998,893.03998,653.81,653.81,653.81,653.81,654.59003,654.59003,654.59003,654.59003,920.92999,920.92999,920.92999,920.92999,NaN,NaN,67.24581519915404,65.51939508317624,81.29392134531982
2016-07-12T09:00:00+07:00,897.84998,897.84998,897.84998,897.84998,658.72998,658.72998,658.72998,658.72998,660.31,660.31,660.31,660.31,923.97998,923.97998,923.97998,923.97998,NaN,NaN,68.76950764870875,36.69814727719937,65.0043664180126
2016-07-13T09:00:00+07:00,905.48999,905.48999,905.48999,905.48999,671.64001,671.64001,671.64001,671.64001,676.07001,676.07001,676.07001,676.07001,930.71997,930.71997,930.71997,930.71997,NaN,NaN,71.07143172183197,12.353675758980359,38.19040603978532
2016-07-14T09:00:00+07:00,887.04999,887.04999,887.04999,887.04999,665.59003,665.59003,665.59003,665.59003,670.15002,670.15002,670.15002,670.15002,923.40002,923.40002,923.40002,923.40002,NaN,NaN,59.644398279451515,11.417006672793043,20.156276569657596
2016-07-15T09:00:00+07:00,879.90002,879.90002,879.90002,879.90002,666.39001,666.39001,666.39001,666.39001,672.71002,672.71002,672.71002,672.71002,915.81,915.81,915.81,915.81,NaN,NaN,55.89194216910745,7.823324243149773,10.53133555830773
2016-07-18T09:00:00+07:00,886.33002,886.33002,886.33002,886.33002,674.98999,674.98999,674.98999,674.98999,682.03998,682.03998,682.03998,682.03998,927.10999,927.10999,927.10999,927.10999,NaN,NaN,58.425134966267684,2.8715717453364373,7.370634220426422
2016-07-19T09:00:00+07:00,883.15002,883.15002,883.15002,883.15002,667.14001,667.14001,667.14001,667.14001,673.67999,673.67999,673.67999,673.67999,917.46002,917.46002,917.46002,917.46002,NaN,NaN,56.69106833605431,3.777443625493394,4.824113204659873
2016-07-20T09:00:00+07:00,877.07001,877.07001,877.07001,877.07001,658.63,658.63,658.63,658.63,664.39001,664.39001,664.39001,664.39001,905.63,905.63,905.63,905.63,NaN,NaN,53.42608290809556,3.777443625493394,3.475486332107746
2016-07-21T09:00:00+07:00,866.66998,866.66998,866.66998,866.66998,656.34998,656.34998,656.34998,656.34998,662.34003,662.34003,662.34003,662.34003,900.21002,900.21002,900.21002,900.21002,NaN,NaN,48.30167407644766,0.9058718801569565,2.8202530437145854
2016-07-22T09:00:00+07:00,856.77002,856.77002,856.77002,856.77002,648.90002,648.90002,648.90002,648.90002,653.26001,653.26001,653.26001,653.26001,894.48999,894.48999,894.48999,894.48999,NaN,NaN,43.97748788089883,0,1.561105168550121
2016-07-25T09:00:00+07:00,857.22998,857.22998,857.22998,857.22998,647.84998,647.84998,647.84998,647.84998,652.09998,652.09998,652.09998,652.09998,893.13,893.13,893.13,893.13,NaN,NaN,44.22731241407718,0.20153704526030966,0.3691363084724262
2016-07-26T09:00:00+07:00,856.47998,856.47998,856.47998,856.47998,649.75,649.75,649.75,649.75,653.60999,653.60999,653.60999,653.60999,895,895,895,895,NaN,NaN,43.88367426624921,0.20153704526030966,0.1343580301735439
2016-07-27T09:00:00+07:00,864.33002,864.33002,864.33002,864.33002,654.78003,654.78003,654.78003,654.78003,658.71002,658.71002,658.71002,658.71002,901.34998,901.34998,901.34998,901.34998,NaN,NaN,48.402587793477174,3.8512412481153837,1.4181051128786717
2016-07-28T09:00:00+07:00,866.06,866.06,866.06,866.06,658.73999,658.73999,658.73999,658.73999,663.54999,663.54999,663.54999,663.54999,900,900,900,900,NaN,NaN,49.370207811077094,10.376424926071957,4.809734406482554
2016-07-29T09:00:00+07:00,865.13,865.13,865.13,865.13,653.90997,653.90997,653.90997,653.90997,658.23999,658.23999,658.23999,658.23999,897.88,897.88,897.88,897.88,NaN,NaN,48.83996013497448,16.45303971224605,10.226901962144467
2016-08-01T09:00:00+07:00,855.31,855.31,855.31,855.31,649.03998,649.03998,649.03998,649.03998,654.37,654.37,654.37,654.37,887.40002,887.40002,887.40002,887.40002,NaN,NaN,43.524282216272766,12.803335509390974,13.210933382569664
2016-08-02T09:00:00+07:00,835.52002,835.52002,835.52002,835.52002,636.38,636.38,636.38,636.38,641.75,641.75,641.75,641.75,868.65997,868.65997,868.65997,868.65997,NaN,NaN,35.20778242981338,6.076614786174091,11.777663335937042
2016-08-03T09:00:00+07:00,831.21997,831.21997,831.21997,831.21997,632.42999,632.42999,632.42999,632.42999,638.28998,638.28998,638.28998,638.28998,862.20001,862.20001,862.20001,862.20001,NaN,NaN,33.70095338228815,0,6.293316765188359
2016-08-04T09:00:00+07:00,825.47998,825.47998,825.47998,825.47998,628.71997,628.71997,628.71997,628.71997,635.83002,635.83002,635.83002,635.83002,853.69,853.69,853.69,853.69,NaN,NaN,31.747694457052262,0,2.0255382620580344
2016-08-05T09:00:00+07:00,819.78998,819.78998,819.78998,819.78998,625.15002,625.15002,625.15002,625.15002,633.40997,633.40997,633.40997,633.40997,847.97998,847.97998,847.97998,847.97998,NaN,NaN,29.89781714557965,0,0
2016-08-08T09:00:00+07:00,816.92999,816.92999,816.92999,816.92999,625.31,625.31,625.31,625.31,632.98999,632.98999,632.98999,632.98999,850.13,850.13,850.13,850.13,NaN,NaN,28.983659931368862,0,0
2016-08-09T09:00:00+07:00,826,826,826,826,632.17999,632.17999,632.17999,632.17999,639.96997,639.96997,639.96997,639.96997,857.65002,857.65002,857.65002,857.65002,NaN,NaN,35.6984268519042,10.979081173455052,3.659693724485017
2016-08-10T09:00:00+07:00,832.97998,832.97998,832.97998,832.97998,644.56,644.56,644.56,644.56,651.73999,651.73999,651.73999,651.73999,871.37,871.37,871.37,871.37,NaN,NaN,40.37105156909753,29.598208035803207,13.525763069752754
2016-08-11T09:00:00+07:00,838.90997,838.90997,838.90997,838.90997,655.57001,655.57001,655.57001,655.57001,664.34998,664.34998,664.34998,664.34998,881.94,881.94,881.94,881.94,NaN,NaN,44.088339168765145,54.29534218936718,31.62421046620848
2016-08-12T09:00:00+07:00,832.39001,832.39001,832.39001,832.39001,651.76001,651.76001,651.76001,651.76001,660.60999,660.60999,660.60999,660.60999,875.47998,875.47998,875.47998,875.47998,NaN,NaN,41.05766717298494,63.058049102283796,48.983866442484725
2016-08-15T09:00:00+07:00,835.48999,835.48999,835.48999,835.48999,656.34003,656.34003,656.34003,656.34003,665.29999,665.29999,665.29999,665.29999,882.39001,882.39001,882.39001,882.39001,NaN,NaN,43.06176020493682,67.45753293792538,61.60364140985879
2016-08-16T09:00:00+07:00,842.69,842.69,842.69,842.69,657.71002,657.71002,657.71002,657.71002,666.09998,666.09998,666.09998,666.09998,890.14001,890.14001,890.14001,890.14001,NaN,NaN,47.52454231847898,73.07594884955056,67.86384362991991
2016-08-17T09:00:00+07:00,846.06,846.06,846.06,846.06,662.33002,662.33002,662.33002,662.33002,670.60999,670.60999,670.60999,670.60999,897.89001,897.89001,897.89001,897.89001,NaN,NaN,49.518939276859015,86.66749409651224,75.73365862799606
2016-08-18T09:00:00+07:00,844.88,844.88,844.88,844.88,663.70001,663.70001,663.70001,663.70001,672.71997,672.71997,672.71997,672.71997,896.33002,896.33002,896.33002,896.33002,NaN,NaN,48.81928487431565,95.84652176390625,85.19665490332302
2016-08-19T09:00:00+07:00,842.34998,842.34998,842.34998,842.34998,665.15002,665.15002,665.15002,665.15002,676.15997,676.15997,676.15997,676.15997,891.56,891.56,891.56,891.56,NaN,NaN,47.27691684409669,95.22500313433898,92.57967299825249
2016-08-22T09:00:00+07:00,832.31,832.31,832.31,832.31,659.67999,659.67999,659.67999,659.67999,669.96002,669.96002,669.96002,669.96002,888.27002,888.27002,888.27002,888.27002,NaN,NaN,41.65302768013586,82.45687620444222,91.17613370089582
2016-08-23T09:00:00+07:00,833.40997,833.40997,833.40997,833.40997,663.82001,663.82001,663.82001,663.82001,673.53998,673.53998,673.53998,673.53998,891.02002,891.02002,891.02002,891.02002,NaN,NaN,42.460607678149735,72.13532649611491,83.27240194496537
2016-08-24T09:00:00+07:00,837.53998,837.53998,837.53998,837.53998,663.38,663.38,663.38,663.38,673.57001,673.57001,673.57001,673.57001,887.42999,887.42999,887.42999,887.42999,NaN,NaN,45.510170762474026,69.26750400082354,74.61990223379355
2016-08-25T09:00:00+07:00,841.42999,841.42999,841.42999,841.42999,663.37,663.37,663.37,663.37,673.35999,673.35999,673.35999,673.35999,888.53003,888.53003,888.53003,888.53003,NaN,NaN,48.29007937987843,80.04091754616555,73.81458268103466
2016-08-26T09:00:00+07:00,844.31,844.31,844.31,844.31,669.14001,669.14001,669.14001,669.14001,681.29999,681.29999,681.29999,681.29999,891.59998,891.59998,891.59998,891.59998,NaN,NaN,50.31124163319399,91.49816222244245,80.26886125647718
2016-08-29T09:00:00+07:00,829.08002,829.08002,829.08002,829.08002,668.01001,668.01001,668.01001,668.01001,680.79999,680.79999,680.79999,680.79999,884.52002,884.52002,884.52002,884.52002,NaN,NaN,41.151158855355085,67.28795720566961,79.6090123247592
2016-08-30T09:00:00+07:00,830.21997,830.21997,830.21997,830.21997,672.81,672.81,672.81,672.81,685.96002,685.96002,685.96002,685.96002,890.91998,890.91998,890.91998,890.91998,NaN,NaN,42.002328397638124,39.352206885686115,66.04610877126608
2016-08-31T09:00:00+07:00,832.88,832.88,832.88,832.88,677.28003,677.28003,677.28003,677.28003,690.15997,690.15997,690.15997,690.15997,897.44,897.44,897.44,897.44,NaN,NaN,44.036413476124245,16.748948061931397,41.12970405109572
2016-09-01T09:00:00+07:00,837.71002,837.71002,837.71002,837.71002,673.03003,673.03003,673.03003,673.03003,683.77002,683.77002,683.77002,683.77002,898.95001,898.95001,898.95001,898.95001,NaN,NaN,47.62814286055162,37.702541933080646,31.26789896023273
2016-09-05T09:00:00+07:00,839.46002,839.46002,839.46002,839.46002,669.13,669.13,669.13,669.13,679.60999,679.60999,679.60999,679.60999,894.37,894.37,894.37,894.37,NaN,NaN,48.90760699273784,62.52521103758179,38.99223367753129
2016-09-06T09:00:00+07:00,839.26001,839.26001,839.26001,839.26001,670.45001,670.45001,670.45001,670.45001,680.59003,680.59003,680.59003,680.59003,900.19,900.19,900.19,900.19,NaN,NaN,48.76098438135164,79.48711890617956,59.90495729228068
2016-09-07T09:00:00+07:00,838.45001,838.45001,838.45001,838.45001,669.69,669.69,669.69,669.69,679.31,679.31,679.31,679.31,904.23999,904.23999,904.23999,904.23999,NaN,NaN,48.131661699991774,81.31941253514954,74.44391415963698
2016-09-08T09:00:00+07:00,843.59003,843.59003,843.59003,843.59003,674.20001,674.20001,674.20001,674.20001,683.94,683.94,683.94,683.94,910.46002,910.46002,910.46002,910.46002,NaN,NaN,52.335628379151174,86.42720713518662,82.41124619217193
2016-09-09T09:00:00+07:00,847.35999,847.35999,847.35999,847.35999,674.72998,674.72998,674.72998,674.72998,684.09998,684.09998,684.09998,684.09998,911.57001,911.57001,911.57001,911.57001,NaN,NaN,55.20348711698448,92.06855809034357,86.60505925355993
2016-09-12T09:00:00+07:00,832.42999,832.42999,832.42999,832.42999,667.41998,667.41998,667.41998,667.41998,676.79999,676.79999,676.79999,676.79999,896.79999,896.79999,896.79999,896.79999,NaN,NaN,43.93052544948836,73.25956368792039,83.91844297115021
